1.800000000000000044e+00,6.260000000000000009e-01,5.277000000000000135e+00,1.392300000000000004e+01,1.980000000000000071e+01
1.600000000000000089e+00,6.260000000000000009e-01,5.277000000000000135e+00,1.392300000000000004e+01,1.980000000000000071e+01
1.800000000000000044e+00,4.259999999999999898e-01,5.277000000000000135e+00,1.392300000000000004e+01,1.980000000000000071e+01
1.800000000000000044e+00,6.260000000000000009e-01,5.076999999999999957e+00,1.392300000000000004e+01,1.980000000000000071e+01
1.800000000000000044e+00,6.260000000000000009e-01,5.277000000000000135e+00,1.372300000000000075e+01,1.980000000000000071e+01
1.800000000000000044e+00,6.260000000000000009e-01,5.277000000000000135e+00,1.392300000000000004e+01,1.960000000000000142e+01
1.600000000000000089e+00,4.259999999999999898e-01,5.277000000000000135e+00,1.392300000000000004e+01,1.980000000000000071e+01
1.600000000000000089e+00,6.260000000000000009e-01,5.076999999999999957e+00,1.392300000000000004e+01,1.980000000000000071e+01
1.600000000000000089e+00,6.260000000000000009e-01,5.277000000000000135e+00,1.372300000000000075e+01,1.980000000000000071e+01
1.600000000000000089e+00,6.260000000000000009e-01,5.277000000000000135e+00,1.392300000000000004e+01,1.960000000000000142e+01
1.800000000000000044e+00,4.259999999999999898e-01,5.076999999999999957e+00,1.392300000000000004e+01,1.980000000000000071e+01
1.800000000000000044e+00,4.259999999999999898e-01,5.277000000000000135e+00,1.372300000000000075e+01,1.980000000000000071e+01
1.800000000000000044e+00,4.259999999999999898e-01,5.277000000000000135e+00,1.392300000000000004e+01,1.960000000000000142e+01
1.800000000000000044e+00,6.260000000000000009e-01,5.076999999999999957e+00,1.372300000000000075e+01,1.980000000000000071e+01
1.800000000000000044e+00,6.260000000000000009e-01,5.076999999999999957e+00,1.392300000000000004e+01,1.960000000000000142e+01
1.800000000000000044e+00,6.260000000000000009e-01,5.277000000000000135e+00,1.372300000000000075e+01,1.960000000000000142e+01
1.600000000000000089e+00,4.259999999999999898e-01,5.076999999999999957e+00,1.392300000000000004e+01,1.980000000000000071e+01
1.600000000000000089e+00,4.259999999999999898e-01,5.277000000000000135e+00,1.372300000000000075e+01,1.980000000000000071e+01
1.600000000000000089e+00,4.259999999999999898e-01,5.277000000000000135e+00,1.392300000000000004e+01,1.960000000000000142e+01
1.600000000000000089e+00,6.260000000000000009e-01,5.076999999999999957e+00,1.372300000000000075e+01,1.980000000000000071e+01
1.600000000000000089e+00,6.260000000000000009e-01,5.076999999999999957e+00,1.392300000000000004e+01,1.960000000000000142e+01
